CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CaseCategoryID,GravityOffenceID,CaseStatusID,CrimeType,BriefFacts
2638,100231175202602638,202602638,2026-06-21,1175,16.840141,77.152067,1,1,3,Narcotics,"During a raid, police apprehended a suspect carrying 127 grams of MDMA intended for distribution among college students."
2639,100061052202602639,202602639,2026-02-15,1052,15.412856,75.139218,1,1,4,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹779932 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
2640,100011015202602640,202602640,2024-07-06,1015,13.030782,77.614153,3,2,2,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2641,100121099202602641,202602641,2025-04-27,1099,13.408392,77.041501,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹975344 as advance for a site. Later it was found the documents were forged.
2642,100031029202602642,202602642,2026-02-21,1029,12.237231,76.701908,1,2,1,Cybercrime,"Fraudster contacted the victim from +917338811290 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹20362 was debited from their SBI account."
2643,100201158202602643,202602643,2024-12-04,1158,12.700796,77.311124,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹288754 and cash were stolen.
2644,100191147202602644,202602644,2025-05-16,1147,12.847702,75.070011,3,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2645,100181144202602645,202602645,2025-10-15,1144,14.759124,74.845144,1,2,1,Narcotics,"During a raid, police apprehended a suspect carrying 154 grams of MDMA intended for distribution among college students."
2646,100081076202602646,202602646,2024-12-28,1076,15.049769,76.996819,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹117687 and cash were stolen.
2647,100011004202602647,202602647,2024-03-22,1004,13.065826,77.524027,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹109098 as advance for a site. Later it was found the documents were forged.
2648,100141118202602648,202602648,2024-03-12,1118,12.59655,76.903836,3,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹549471 as advance for a site. Later it was found the documents were forged.
2649,100061052202602649,202602649,2026-05-23,1052,15.405493,75.146044,1,2,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2650,100231173202602650,202602650,2024-05-24,1173,16.836023,77.110117,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹183227 and cash were stolen.
2651,100031024202602651,202602651,2026-01-12,1024,12.215153,76.58405,1,1,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹226902 as advance for a site. Later it was found the documents were forged.
2652,100011011202602652,202602652,2024-09-23,1011,13.046803,77.625043,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹870677 as advance for a site. Later it was found the documents were forged.
2653,100101091202602653,202602653,2024-04-05,1091,14.470061,75.93958,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹289170 and cash were stolen.
2654,100231171202602654,202602654,2025-04-26,1171,16.734656,77.20814,3,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹94091 and cash were stolen.
2655,100061054202602655,202602655,2025-03-10,1054,15.291047,75.108522,1,2,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹65357 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
2656,100061060202602656,202602656,2025-10-23,1060,15.383155,75.045527,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹452702 as advance for a site. Later it was found the documents were forged.
2657,100031027202602657,202602657,2026-04-17,1027,12.265086,76.725429,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹168108 as advance for a site. Later it was found the documents were forged.
2658,100191146202602658,202602658,2024-03-27,1146,12.898607,75.099437,1,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2659,100011004202602659,202602659,2025-05-09,1004,13.040723,77.521962,1,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹211612 and cash were stolen.
2660,100011008202602660,202602660,2025-08-16,1008,13.0049,77.62105,1,1,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹553805 as advance for a site. Later it was found the documents were forged.
2661,100011004202602661,202602661,2026-04-14,1004,13.040038,77.525379,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹199076 and cash were stolen.
2662,100051044202602662,202602662,2024-12-24,1044,15.940426,74.504842,1,1,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2663,100011012202602663,202602663,2024-10-18,1012,12.927713,77.517692,1,2,4,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹100152 and cash were stolen.
2664,100011008202602664,202602664,2025-07-30,1008,12.999024,77.60808,1,2,3,Cybercrime,"Fraudster contacted the victim from +918222971316 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹29985 was debited from their SBI account."
2665,100011005202602665,202602665,2024-09-29,1005,12.958465,77.495908,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹240698 and cash were stolen.
2666,100011005202602666,202602666,2024-11-13,1005,12.936852,77.515038,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹268330 and cash were stolen.
2667,100241181202602667,202602667,2025-08-02,1181,15.354998,75.622646,1,2,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹602901 as advance for a site. Later it was found the documents were forged.
2668,100221168202602668,202602668,2025-03-16,1168,13.179528,78.184064,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹134598 and cash were stolen.
2669,100011009202602669,202602669,2026-03-23,1009,12.919365,77.616001,1,2,4,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹409519 to clear their name.
2670,100011005202602670,202602670,2025-03-18,1005,12.960405,77.496638,1,2,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2671,100051048202602671,202602671,2025-12-10,1048,15.776611,74.454914,3,2,2,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1518593 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
2672,100011005202602672,202602672,2025-11-15,1005,12.937037,77.510908,1,1,4,Narcotics,"During a raid, police apprehended a suspect carrying 141 grams of MDMA intended for distribution among college students."
2673,100091081202602673,202602673,2024-06-08,1081,16.266414,77.403172,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹175943 and cash were stolen.
2674,100041042202602674,202602674,2025-10-18,1042,12.938466,74.930939,1,1,3,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2675,100071065202602675,202602675,2025-03-17,1065,17.423518,76.757017,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹485810 as advance for a site. Later it was found the documents were forged.
2676,100301220202602676,202602676,2025-05-18,1220,15.446393,74.956067,1,2,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2677,100271199202602677,202602677,2025-06-17,1199,17.85862,77.534225,1,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹85576 and cash were stolen.
2678,100011014202602678,202602678,2026-04-14,1014,12.906129,77.526004,1,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2679,100011014202602679,202602679,2025-01-08,1014,12.905001,77.533903,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2680,100181142202602680,202602680,2024-04-20,1142,14.862186,74.753256,1,1,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹897537 as advance for a site. Later it was found the documents were forged.
2681,100211159202602681,202602681,2025-08-21,1159,13.40455,77.801379,1,1,3,Cybercrime,"Fraudster contacted the victim from +919135030058 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹19466 was debited from their SBI account."
2682,100031033202602682,202602682,2025-08-09,1033,12.383044,76.699016,1,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹188142 as advance for a site. Later it was found the documents were forged.
2683,100031029202602683,202602683,2024-08-17,1029,12.229617,76.679236,1,2,3,Narcotics,"During a raid, police apprehended a suspect carrying 462 grams of MDMA intended for distribution among college students."
2684,100011007202602684,202602684,2024-08-15,1007,12.873805,77.524517,1,1,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹401830 to clear their name.
2685,100011013202602685,202602685,2025-08-09,1013,13.071792,77.551224,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2686,100011008202602686,202602686,2025-10-17,1008,12.999517,77.592382,1,2,1,Cybercrime,"Fraudster contacted the victim from +916304912982 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹8133 was debited from their SBI account."
2687,100011008202602687,202602687,2025-10-26,1008,12.997102,77.621316,1,2,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1916868 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
2688,100051051202602688,202602688,2026-02-09,1051,15.770644,74.556192,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹179969 and cash were stolen.
2689,100271202202602689,202602689,2026-02-19,1202,17.869683,77.523998,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹245057 as advance for a site. Later it was found the documents were forged.
2690,100181138202602690,202602690,2025-01-07,1138,14.706967,74.879918,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2691,100281206202602691,202602691,2025-10-16,1206,16.781489,75.789935,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2692,100121102202602692,202602692,2024-11-19,1102,13.246797,77.107692,3,2,3,Cybercrime,"Fraudster contacted the victim from +916297265480 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹7118 was debited from their SBI account."
2693,100011006202602693,202602693,2026-02-25,1006,12.909064,77.596684,4,2,2,Cybercrime,"Fraudster contacted the victim from +916909666337 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹22261 was debited from their SBI account."
2694,100011006202602694,202602694,2024-10-07,1006,12.900533,77.592136,4,2,4,Narcotics,"During a raid, police apprehended a suspect carrying 446 grams of MDMA intended for distribution among college students."
2695,100061052202602695,202602695,2024-02-27,1052,15.415261,75.134219,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹57576 and cash were stolen.
2696,100011013202602696,202602696,2025-07-15,1013,13.046155,77.565919,1,2,2,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2697,100011006202602697,202602697,2024-05-04,1006,12.930797,77.595766,1,2,4,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹368008 to clear their name.
2698,100011002202602698,202602698,2025-04-29,1002,12.925421,77.536244,1,2,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2699,100031024202602699,202602699,2025-03-11,1024,12.225323,76.591459,1,2,3,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2700,100041036202602700,202602700,2024-01-25,1036,12.864778,74.939336,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2701,100041043202602701,202602701,2024-04-15,1043,12.902035,74.80753,1,1,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹93010 and cash were stolen.
2702,100031028202602702,202602702,2024-01-27,1028,12.324654,76.650905,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹269722 and cash were stolen.
2703,100011006202602703,202602703,2024-04-14,1006,12.91087,77.57696,1,2,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹288886 to clear their name.
2704,100041035202602704,202602704,2025-01-28,1035,12.886817,74.803131,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2705,100011004202602705,202602705,2025-05-23,1004,13.03416,77.529189,1,2,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹395725 as advance for a site. Later it was found the documents were forged.
2706,100011009202602706,202602706,2026-01-16,1009,12.909982,77.595736,3,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹979024 as advance for a site. Later it was found the documents were forged.
2707,100011005202602707,202602707,2026-02-10,1005,12.939804,77.484166,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2708,100011003202602708,202602708,2025-07-06,1003,13.006718,77.645968,4,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2709,100011004202602709,202602709,2026-03-30,1004,13.044623,77.4987,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2710,100221169202602710,202602710,2024-03-30,1169,13.120575,78.103611,1,2,4,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2711,100291214202602711,202602711,2025-08-05,1214,15.308878,76.117292,3,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹261720 and cash were stolen.
2712,100051047202602712,202602712,2026-04-15,1047,15.89693,74.483432,4,1,3,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹318069 to clear their name.
2713,100131112202602713,202602713,2024-03-27,1112,12.975845,76.167433,1,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2714,100081072202602714,202602714,2025-04-29,1072,15.164627,76.882475,1,2,1,Narcotics,"During a raid, police apprehended a suspect carrying 152 grams of MDMA intended for distribution among college students."
2715,100131107202602715,202602715,2024-06-06,1107,12.907652,76.154349,1,1,3,Cybercrime,"Fraudster contacted the victim from +918316259067 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹15140 was debited from their SBI account."
2716,100011004202602716,202602716,2024-05-10,1004,13.04429,77.499819,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹218064 and cash were stolen.
2717,100011013202602717,202602717,2025-04-22,1013,13.060681,77.545437,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹167907 and cash were stolen.
2718,100231174202602718,202602718,2025-07-14,1174,16.820949,77.13704,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹417801 as advance for a site. Later it was found the documents were forged.
2719,100011013202602719,202602719,2025-04-19,1013,13.055186,77.573242,1,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹282350 and cash were stolen.
2720,100011010202602720,202602720,2025-02-18,1010,13.030165,77.503277,3,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹64437 and cash were stolen.
2721,100011002202602721,202602721,2025-08-17,1002,12.921827,77.543876,1,2,3,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2722,100201158202602722,202602722,2026-03-28,1158,12.714476,77.278041,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹267811 as advance for a site. Later it was found the documents were forged.
2723,100181139202602723,202602723,2024-08-24,1139,14.857793,74.874787,1,1,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹763559 as advance for a site. Later it was found the documents were forged.
2724,100191151202602724,202602724,2024-08-14,1151,12.926325,75.175945,3,1,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹341049 to clear their name.
2725,100011004202602725,202602725,2024-08-04,1004,13.05537,77.529467,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹764949 as advance for a site. Later it was found the documents were forged.
2726,100041041202602726,202602726,2024-03-17,1041,12.912205,74.790413,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹265570 as advance for a site. Later it was found the documents were forged.
2727,100041043202602727,202602727,2026-02-05,1043,12.884144,74.787519,1,1,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2728,100011006202602728,202602728,2024-10-16,1006,12.908575,77.615505,3,2,1,Narcotics,"During a raid, police apprehended a suspect carrying 122 grams of MDMA intended for distribution among college students."
2729,100261194202602729,202602729,2026-03-12,1194,16.216343,75.647638,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹261291 and cash were stolen.
2730,100011007202602730,202602730,2025-07-11,1007,12.892363,77.524908,4,2,4,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2731,100291210202602731,202602731,2026-06-19,1210,15.265518,76.109166,1,2,4,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹342694 to clear their name.
2732,100011001202602732,202602732,2024-05-25,1001,13.004565,77.493779,3,1,2,Narcotics,"During a raid, police apprehended a suspect carrying 268 grams of MDMA intended for distribution among college students."
2733,100041042202602733,202602733,2025-11-18,1042,12.926254,74.932588,4,2,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2734,100011004202602734,202602734,2025-08-27,1004,13.046704,77.497107,3,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹155015 as advance for a site. Later it was found the documents were forged.
2735,100011002202602735,202602735,2024-10-27,1002,12.906971,77.53042,3,1,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2736,100241177202602736,202602736,2026-06-15,1177,15.465333,75.680121,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹324729 as advance for a site. Later it was found the documents were forged.
2737,100311228202602737,202602737,2025-05-16,1228,14.149095,76.473519,1,2,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2738,100121103202602738,202602738,2025-12-14,1103,13.4567,77.005586,1,2,2,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2739,100221170202602739,202602739,2025-09-27,1170,13.125439,78.08337,1,1,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2740,100011001202602740,202602740,2026-05-14,1001,13.009851,77.495762,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹183833 and cash were stolen.
2741,100161129202602741,202602741,2024-08-19,1129,11.87381,77.010041,3,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2742,100231175202602742,202602742,2024-09-12,1175,16.854867,77.117377,1,1,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹101688 as advance for a site. Later it was found the documents were forged.
2743,100031032202602743,202602743,2026-03-09,1032,12.31629,76.683583,3,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹190293 and cash were stolen.
2744,100031024202602744,202602744,2025-09-12,1024,12.218067,76.59418,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹260163 and cash were stolen.
2745,100041039202602745,202602745,2024-08-15,1039,12.980256,74.846873,3,2,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1384162 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
2746,100051046202602746,202602746,2026-02-20,1046,15.762612,74.531531,4,1,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹612276 as advance for a site. Later it was found the documents were forged.
2747,100091080202602747,202602747,2026-03-28,1080,16.220315,77.378375,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹282606 and cash were stolen.
2748,100061061202602748,202602748,2026-02-04,1061,15.406163,75.136401,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹137725 and cash were stolen.
2749,100141117202602749,202602749,2025-04-27,1117,12.440307,76.985286,1,2,1,Narcotics,"During a raid, police apprehended a suspect carrying 413 grams of MDMA intended for distribution among college students."
2750,100171136202602750,202602750,2024-11-16,1136,13.425674,75.67757,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹182203 and cash were stolen.
2751,100011012202602751,202602751,2025-05-23,1012,12.945738,77.511905,3,1,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2752,100131113202602752,202602752,2024-11-29,1113,12.929668,76.087099,1,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹223753 and cash were stolen.
2753,100131110202602753,202602753,2024-03-17,1110,12.97573,76.060296,4,1,3,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2754,100011005202602754,202602754,2026-05-09,1005,12.953529,77.490239,1,2,2,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1875501 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
2755,100121100202602755,202602755,2025-06-21,1100,13.31503,77.116569,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹121451 and cash were stolen.
2756,100051050202602756,202602756,2026-01-22,1050,15.961172,74.582844,1,2,2,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
2757,100011006202602757,202602757,2024-11-16,1006,12.929431,77.587628,1,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹232652 and cash were stolen.
2758,100091084202602758,202602758,2025-06-26,1084,16.132243,77.384041,3,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹243694 and cash were stolen.
2759,100301221202602759,202602759,2025-05-13,1221,15.483564,75.053243,1,2,3,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2760,100061059202602760,202602760,2025-06-12,1059,15.32635,75.135364,1,1,1,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
2761,100271198202602761,202602761,2025-09-09,1198,17.831988,77.603601,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2762,100181144202602762,202602762,2026-01-16,1144,14.729655,74.836737,1,2,1,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2763,100031031202602763,202602763,2026-01-20,1031,12.379832,76.674503,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹67962 and cash were stolen.
2764,100141116202602764,202602764,2024-11-16,1116,12.548842,76.885434,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹550304 as advance for a site. Later it was found the documents were forged.
2765,100031029202602765,202602765,2026-06-05,1029,12.227627,76.6826,1,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2766,100031029202602766,202602766,2025-05-21,1029,12.220561,76.696977,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹210630 and cash were stolen.
2767,100131111202602767,202602767,2026-01-01,1111,12.94137,76.126469,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹206795 as advance for a site. Later it was found the documents were forged.
2768,100181140202602768,202602768,2024-03-24,1140,14.798708,74.714252,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2769,100051051202602769,202602769,2024-07-13,1051,15.758556,74.526236,3,2,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
2770,100201155202602770,202602770,2025-02-12,1155,12.808004,77.286831,1,1,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹439206 to clear their name.
2771,100011009202602771,202602771,2025-06-07,1009,12.904618,77.603268,4,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹77226 and cash were stolen.
2772,100011006202602772,202602772,2025-08-04,1006,12.920111,77.588234,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2773,100011009202602773,202602773,2024-01-28,1009,12.922654,77.615736,4,2,3,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2774,100011008202602774,202602774,2025-07-16,1008,13.007722,77.599686,1,2,2,Narcotics,"During a raid, police apprehended a suspect carrying 150 grams of MDMA intended for distribution among college students."
2775,100241182202602775,202602775,2024-07-01,1182,15.418562,75.589233,1,2,4,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2776,100011001202602776,202602776,2025-04-11,1001,12.995503,77.503318,4,2,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹141922 to clear their name.
2777,100101088202602777,202602777,2026-01-29,1088,14.429706,75.986355,4,1,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
2778,100011006202602778,202602778,2024-03-05,1006,12.903998,77.613224,1,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2779,100031027202602779,202602779,2025-08-26,1027,12.243113,76.733843,1,1,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹251233 to clear their name.
2780,100121105202602780,202602780,2025-12-15,1105,13.31609,77.032704,1,2,4,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2781,100011011202602781,202602781,2024-06-01,1011,13.019008,77.644198,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹234453 and cash were stolen.
2782,100041043202602782,202602782,2025-10-21,1043,12.883979,74.819793,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹227433 and cash were stolen.
2783,100221167202602783,202602783,2026-03-29,1167,13.034635,78.041678,1,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2784,100141115202602784,202602784,2024-12-24,1115,12.559354,76.851975,1,1,2,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
2785,100251185202602785,202602785,2024-09-13,1185,14.886772,75.375671,1,2,4,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
2786,100011012202602786,202602786,2026-06-01,1012,12.952457,77.508198,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹251490 and cash were stolen.
2787,100081070202602787,202602787,2024-03-21,1070,15.135857,76.937099,1,2,1,Narcotics,"During a raid, police apprehended a suspect carrying 444 grams of MDMA intended for distribution among college students."
